Country,ActorName,ActorType,AffiliationTo,AffiliationStartDate,AffiliationEndDate,Aliases
Albania,Ismail Lleshi,Individual,Socialist Party of Albania,BOT,EOT,Ismail Lleshi
Albania,Jozefina Topalli,Individual,Elite (Albania),9/3/2005,EOT,Jozefina Topalli
Albania,Jozefina Topalli,Individual,Government (Albania),9/3/2005,EOT,Jozefina Topalli
Albania,Kastriot Islami,Individual,Cabinet (Albania),2/22/2002,9/11/2005,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Elite (Albania),BOT,EOT,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Executive Office (Albania),4/3/1992,4/6/1992,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Government (Albania),4/3/1992,4/6/1992,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Government (Assembly of the Republic of Albania),4/17/1991,4/6/1992,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Government (Ministry of Finance),2/22/2002,12/29/2003,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Government (Ministry of Foreign Affairs),12/29/2003,9/11/2005,Kastriot Selman Islami ; Kastriot Islami
Albania,Kastriot Islami,Individual,Socialist Party of Albania,BOT,EOT,Kastriot Selman Islami ; Kastriot Islami
Albania,Key Tours Albania,Group,Consumer Services Business (Albania),BOT,EOT,Key Tours Albania
Albania,KiÃ§o Mustaqi,Individual,Elite (Albania),7/9/1990,EOT,Kico Mustaqi
Albania,KiÃ§o Mustaqi,Individual,State-Owned Defense / Security (Albania),7/9/1990,5/12/1991,Kico Mustaqi
Albania,Koha JonÃ«,Group,Center Right,BOT,EOT,Koha Jone ; Koha JonÃ«
Albania,Koha JonÃ«,Group,Print News (Albania),BOT,EOT,Koha Jone ; Koha JonÃ«
Albania,Kristofor PeÃ§i,Individual,Elite (Albania),7/11/1996,EOT,Kristofor Peci
Albania,Kristofor PeÃ§i,Individual,Justice / Law Ministry (Albania),7/11/1996,3/11/1997,Kristofor Peci
Albania,KS Vllaznia ShkodÃ«r,Group,Business (Albania),BOT,EOT,Ks Vllaznia ShkodÃ«r ; Ks Vllaznia Shkoder
Albania,Kudret Ã‡ela,Individual,Elite (Albania),12/18/1991,EOT,Kudret Cela
Albania,Kudret Ã‡ela,Individual,Justice / Law Ministry (Albania),12/18/1991,12/4/1994,Kudret Cela
Albania,Leonard Solis,Individual,Cabinet (Albania),BOT,EOT,L Solis ; Leonard Solis ; L. Solis
Albania,Leonard Solis,Individual,Human Rights Union Party,BOT,EOT,L Solis ; Leonard Solis ; L. Solis
Albania,Leonard Solis,Individual,Ministry of Health,1/1/1999,12/31/2009,L Solis ; Leonard Solis ; L. Solis
Albania,Luan Hajdaraga,Individual,Elite (Albania),4/24/1998,EOT,Luan Hajdaraga
Albania,Luan Hajdaraga,Individual,Foreign Ministry (Albania),7/29/2003,12/29/2003,Luan Hajdaraga
Albania,Luan Hajdaraga,Individual,State-Owned Defense / Security (Albania),4/24/1998,7/7/2000,Luan Hajdaraga
Albania,Luan Memushi,Individual,Assembly of the Republic of Albania,1/1/1997,EOT,L. Memushi ; L Memushi ; Luan Memushi
Albania,Luan Memushi,Individual,Cabinet (Albania),BOT,EOT,L. Memushi ; L Memushi ; Luan Memushi
Albania,Luan Memushi,Individual,Ministry of Education and Science,2/22/2002,9/11/2005,L. Memushi ; L Memushi ; Luan Memushi
Albania,Luan Memushi,Individual,Parliamentary Commission on Education and Science,BOT,EOT,L. Memushi ; L Memushi ; Luan Memushi
Albania,Luan Memushi,Individual,Socialist Party of Albania,BOT,EOT,L. Memushi ; L Memushi ; Luan Memushi
Albania,Luan Rama,Individual,Cabinet (Albania),2/22/2002,10/25/2003,Luan Rama
Albania,Luan Rama,Individual,Government (Ministry of Defense),2/22/2002,7/31/2002,Luan Rama
Albania,Luan Rama,Individual,Government (Ministry of Interior Affairs),7/31/2002,10/25/2003,Luan Rama
Albania,Luan Rama,Individual,Socialist Party of Albania,BOT,EOT,Luan Rama
Albania,Lufter Xhuveli,Individual,Assembly of the Republic of Albania,1/1/1997,EOT,L. Xhuveli ; Lufter Xhuveli ; L Xhuveli ; Dr. Lufter Xhuveli
Albania,Lufter Xhuveli,Individual,Cabinet (Albania),BOT,EOT,L. Xhuveli ; Lufter Xhuveli ; L Xhuveli ; Dr. Lufter Xhuveli
Albania,Lufter Xhuveli,Individual,Environmentalist Agrarian Party,BOT,EOT,L. Xhuveli ; Lufter Xhuveli ; L Xhuveli ; Dr. Lufter Xhuveli
Albania,Lufter Xhuveli,Individual,"Ministry of Agriculture, Food, and Consumer Protection",10/2/1998,2/21/2002,L. Xhuveli ; Lufter Xhuveli ; L Xhuveli ; Dr. Lufter Xhuveli
Albania,Lufter Xhuveli,Individual,"Ministry of Environment, Forests, and Water Administration",2/22/2002,9/11/2005,L. Xhuveli ; Lufter Xhuveli ; L Xhuveli ; Dr. Lufter Xhuveli
Albania,Lulzim Basha,Individual,Elite (Albania),5/2/2007,EOT,Lulzim Basha
Albania,Lulzim Basha,Individual,Foreign Ministry (Albania),5/2/2007,9/17/2009,Lulzim Basha
Albania,Lulzim Basha,Individual,Interior / Home Ministry (Albania),9/17/2009,4/25/2011,Lulzim Basha
Albania,Makbule Ceco,Individual,Cabinet (Albania),BOT,EOT,M Ceco ; Makbule Ceco ; M. Ceco
Albania,Makbule Ceco,Individual,Executive Office (Albania),10/29/1999,2/21/2002,M Ceco ; Makbule Ceco ; M. Ceco
Albania,Makbule Ceco,Individual,"Ministry of Labor, Social Affairs, and Equal Opportunities",10/29/1999,2/21/2002,M Ceco ; Makbule Ceco ; M. Ceco
Albania,Makbule Ceco,Individual,Socialist Party of Albania,BOT,EOT,M Ceco ; Makbule Ceco ; M. Ceco
Albania,Maqo Lakrori,Individual,Assembly of the Republic of Albania,1/1/1992,EOT,M Lakrori ; M. Lakrori ; Maqo Lakrori
Albania,Maqo Lakrori,Individual,Cabinet (Albania),BOT,EOT,M Lakrori ; M. Lakrori ; Maqo Lakrori
Albania,Maqo Lakrori,Individual,Ministry of Education and Science,BOT,EOT,M Lakrori ; M. Lakrori ; Maqo Lakrori
